TARGET_PERIOD,FCT_SOURCE,8,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,Volatility,
2007Feb,10,7.9,.819752886943159,1.45525331667553,4.40571667572638,9.18480309655452,14.9882272876713,19.1462467146012,19.146246758257,14.9882272876713,9.18480309655452,4.40571667572638,1.65403821774412,.485971263551022,.134996722323544,7.16448709294817
2007Feb,11,8,,,,,,40,50,10,,,,,,2.380952380952381
2007Feb,14,7.7,,,,,,70,30,,,,,,,1.7241379310344827
2007Feb,15,8,,,,,,35,55,10,,,,,,2.2988505747126435
2007Feb,16,7.9,0,0,1,2,13,23,21,16,10,8,5,1,0,6.289308176100628
2007Feb,18,7.75,,,,,,,,,,,,,,1
2007Feb,20,8.1,,,,,,20,80,,,,,,,1.4705882352941178
2007Feb,22,8,0,0,0,0,10,35,40,15,0,0,0,0,0,3.1746031746031744
2007Feb,23,7.9,,,,,10,40,30,20,,,,,,3.3333333333333335
2007Feb,24,8,,,,,10,35,45,10,,,,,,2.898550724637681
2007Feb,26,7.9,,,,,10,40,40,10,,,,,,2.9411764705882355
2007Feb,28,7.9,,,,10,25,30,25,10,,,,,,4.25531914893617
2007Feb,29,8,,,,,,40,50,10,,,,,,2.380952380952381
2007Feb,31,7.9,,,,,,60,40,,,,,,,1.9230769230769231
2007Feb,33,8.3,,,,,,10,80,10,,,,,,1.5151515151515151
2007Feb,35,8.3,,,,,,,50,50,,,,,,2.0
2007Feb,36,7.9,,,,,5,45,40,10,,,,,,2.6666666666666665
2007Feb,37,7.6,,,,,17.5,65,17.5,,,,,,,2.0671834625322996
2007Feb,38,8,,,,,,40,60,,,,,,,1.9230769230769231
2007Feb,39,7.8,,,,,20,45,30,5,,,,,,2.985074626865672
2007Feb,41,7.9,,,,,,,,,,,,,,1
2007Feb,42,7.9,,,,,,60,40,,,,,,,1.9230769230769231
2007Feb,47,7.9,0,1,2,7,12,25,20,15,10,5,2,1,0,6.337135614702155
2007Feb,50,8.1,,,,,,,,,,,,,,1
2007Feb,54,8,,,,,,20,80,,,,,,,1.4705882352941178
2007Feb,56,8,,,,,,35,60,5,,,,,,2.0618556701030926
2007Feb,59,8.3,,,,,,35,65,,,,,,,1.834862385321101
2007Feb,60,8,,,,,5,30,50,15,,,,,,2.73972602739726
2007Feb,61,7.8,,,,,10,50,40,,,,,,,2.380952380952381
2007Feb,63,8.2,,,,,,20,55,25,,,,,,2.4691358024691357
2007Feb,70,8.3,,,,,,25,75,,,,,,,1.6
2007Feb,72,8,0,0,0,0,5,35,50,10,0,0,0,0,0,2.5974025974025974
2007Feb,76,8.5,,,,,,,,,,,,,,1
2007Feb,80,8.0979,,,,,,,,,,,,,,1
2007Feb,82,8,,,,,,,,,,,,,,1
2007Feb,88,8,,,,,10,20,40,20,10,,,,,3.8461538461538463
2007Feb,89,7.5,,,,,20,40,30,10,,,,,,3.3333333333333335
2007Feb,90,8,0,0,0,0,0,30,55,15,0,0,0,0,0,2.4096385542168677
2007Feb,91,8.1,0,0,0,0,5,15,55,15,5,5,0,0,0,2.816901408450704
2007Feb,92,8.4,0,0,1.31341,3.46561,8.54698,15.5996,21.0744,21.0744,15.5996,8.547,3.4656,1.0397,.273699999999999,6.460117098064563
2007Feb,93,8,,,,,,40,60,,,,,,,1.9230769230769231
2007Feb,94,7.9,0,1,2,4,13,33,26,13,8,0,0,0,0,4.570383912248628
2007Feb,95,8,0,0,0,0,9,42,40,9,0,0,0,0,0,2.8360748723766305
2007Feb,96,7.8,,,,,5,55,35,5,,,,,,2.3255813953488373
2007Feb,97,8.1,,,,,,15,65,20,,,,,,2.0618556701030926
2007Feb,100,7.7,,,,2.5,15,65,15,2.5,,,,,,2.1333333333333333
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2007May,4,7.9,,,,,10,50,35,5,,,,,,2.5974025974025974
2007May,5,7.9,,,,,30,50,20,,,,,,,2.6315789473684212
2007May,9,8.2,,,,,5,40,50,5,,,,,,2.4096385542168677
2007May,10,7.5,2.27500620361869,3.2049227417689,8.08668120537403,13.8586963430936,18.591903952778,19.5249592120544,16.0518211681211,10.3303380475613,5.20402183917275,2.05189639951409,.633164872903724,.152889931746125,.0336980822933097,7.163927467046839
2007May,11,7.7,,,,,5,50,45,,,,,,,2.197802197802198
2007May,15,7.75,,,,,5,50,40,5,,,,,,2.4096385542168677
2007May,16,7.9,0,0,1,2,13,23,21,16,10,8,5,1,0,6.289308176100628
2007May,20,7.6,,,,10,30,45,15,,,,,,,3.076923076923077
2007May,22,7.7,0,0,0,0,15,50,35,,,,,,,2.5316455696202533
2007May,23,7.5,,,,10,30,30,25,5,,,,,,3.9215686274509802
2007May,24,7.7,,,,,20,60,20,,,,,,,2.272727272727273
2007May,26,7.8,,,,5,5,50,40,,,,,,,2.4096385542168677
2007May,28,7.8,,,2,10,20,30,20,15,3,,,,,4.906771344455349
2007May,31,7.7,,,,,,,,,,,,,,1
2007May,33,8.2,,,,,,20,60,20,,,,,,2.272727272727273
2007May,35,7.5,,,,,20,70,10,,,,,,,1.8518518518518519
2007May,37,7.4,,,,,55,45,,,,,,,,1.9801980198019802
2007May,38,7.7,,,,,20,70,10,,,,,,,1.8518518518518519
2007May,39,7.6,,,,5,35,45,15,,,,,,,2.857142857142857
2007May,41,7.6,,,,,,,,,,,,,,1
2007May,47,8,,,,,,,,,,,,,,1
2007May,54,7.5,,,,,30,50,20,,,,,,,2.6315789473684212
2007May,56,7.4,,,,10,60,30,,,,,,,,2.1739130434782608
2007May,60,7.4,,,5,25,35,30,5,,,,,,,3.5714285714285716
2007May,61,7.5,,,,,25,60,15,,,,,,,2.247191011235955
2007May,63,8.4,,,,,,15,55,30,,,,,,2.4096385542168677
2007May,65,7.7,,,,,,,,,,,,,,1
2007May,70,7.7,,,,,30,70,,,,,,,,1.7241379310344827
2007May,76,8.1,,,,,,,,,,,,,,1
2007May,80,7.9,,,,,,,,,,,,,,1
2007May,82,7.7,,,,5,20,50,20,5,,,,,,2.985074626865672
2007May,89,7.4,,,,,40,30,20,10,,,,,,3.3333333333333335
2007May,91,7.7,0,0,0,0,5,35,35,15,5,5,0,0,0,3.6363636363636362
2007May,92,7.9,.383042,.930368,3.46561,8.54698,15.5996,21.0744,21.0744,15.5996,8.547,3.4656,1.0397,.230799999999998,.0429000000000013,6.463175674111846
2007May,93,7.6,,,,,35,45,20,,,,,,,2.73972602739726
2007May,94,7.5,,,,7.5,25,37.5,17.5,12.5,,,,,,3.9215686274509802
2007May,95,7.7,0,0,0,2,32,58,8,0,0,0,0,0,0,2.244165170556553
2007May,96,7.5,,,,5,30,50,15,,,,,,,2.73972602739726
2007May,97,7.7,,,,,20,60,20,,,,,,,2.272727272727273
2007May,99,7.9,,,,,10,45,35,10,,,,,,2.898550724637681
2007May,100,7.5,,,,1.5,20,72.5,5,1,,,,,,1.7591696719148562
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2007Aug,1,7.4,,,3,7,40,40,7,3,,,,,,3.01568154402895
2007Aug,2,7.5,,,,8,28,34,22,8,,,,,,3.918495297805643
2007Aug,3,7.8,,,,,,50,50,,,,,,,2.0
2007Aug,4,7.6,,,,,30,65,5,,,,,,,1.941747572815534
2007Aug,5,7.8,,,,,20,55,25,,,,,,,2.4691358024691357
2007Aug,7,7.5,,,,,,,,,,,,,,1
2007Aug,9,7.8,,,,5,15,60,15,5,,,,,,2.4390243902439024
2007Aug,10,7.4,2.87164928645725,3.80907359288782,9.18480309655452,14.9882272876713,19.6462467146012,18.646246758257,14.9882272876713,9.18480309655452,4.40571667572638,1.65403821774412,.485971263551022,.11172938495666,.0232673373668835,7.159100915553748
2007Aug,11,7.7,,,,,10,50,40,,,,,,,2.380952380952381
2007Aug,15,7.6,,,,10,35,45,5,5,,,,,,2.9411764705882355
2007Aug,16,7.8,0,0,1,2,13,23,21,16,10,8,5,1,0,6.289308176100628
2007Aug,18,7.5,,,,,,,,,,,,,,1
2007Aug,19,7.5,,,,,50,50,,,,,,,,2.0
2007Aug,20,7.9,,,,,,95,5,,,,,,,1.1049723756906078
2007Aug,22,7.8,0,0,0,0,20,60,20,,,,,,,2.272727272727273
2007Aug,23,7.5,,,,10,30,30,25,5,,,,,,3.9215686274509802
2007Aug,24,7.7,,,,,20,60,20,,,,,,,2.272727272727273
2007Aug,26,7.5,,,,5,5,50,40,,,,,,,2.4096385542168677
2007Aug,32,7.5,,,,2,18,37,30,10,3,,,,,3.6954915003695494
2007Aug,33,7.5,,,,,50,50,,,,,,,,2.0
2007Aug,36,7.6,,,,,15,45,30,10,,,,,,3.076923076923077
2007Aug,37,7.4,,,,,50,50,,,,,,,,2.0
2007Aug,38,7.4,,,,,60,40,,,,,,,,1.9230769230769231
2007Aug,39,7.6,,,,5,30,40,20,5,,,,,,3.389830508474576
2007Aug,41,7.5,,,,,,,,,,,,,,1
2007Aug,47,7.8,0,0,0,10,25,40,15,10,0,0,0,0,0,3.7735849056603774
2007Aug,48,7.2,,,,,,,,,,,,,,1
2007Aug,52,7.5,,,,,20,80,,,,,,,,1.4705882352941178
2007Aug,54,7.5,,,,10,40,40,10,,,,,,,2.9411764705882355
2007Aug,56,7.3,,,,10,60,30,,,,,,,,2.1739130434782608
2007Aug,59,7.8,,,,,,,,,,,,,,1
2007Aug,60,7.3,,,,20,40,25,15,,,,,,,3.508771929824561
2007Aug,61,7.5,,,,,30,60,10,,,,,,,2.1739130434782608
2007Aug,70,7.7,,,,,5,60,35,,,,,,,2.0618556701030926
2007Aug,72,7.9,0,0,0,0,5,35,50,10,0,0,0,0,0,2.5974025974025974
2007Aug,76,7.4,,,,,,,,,,,,,,1
2007Aug,82,8,,,,,,20,50,30,,,,,,2.6315789473684212
2007Aug,88,7.5,,,,5,15,35,30,10,5,,,,,4.0
2007Aug,89,7.4,,,,5,40,30,15,10,,,,,,3.508771929824561
2007Aug,91,7.5,0,0,0,0,5,40,30,15,5,5,0,0,0,3.5714285714285716
2007Aug,92,7.8,.530093,1.208037,4.25254,9.87483,16.9704,21.5879,20.3271,14.168,7.3091,2.7905,.788200000000006,.164699999999995,.0286000000000008,6.463493750107789
2007Aug,93,7.6,,,,,35,45,20,,,,,,,2.73972602739726
2007Aug,94,7.5,,,,7.5,27.5,35,17.5,12.5,,,,,,4.0
2007Aug,95,7.5,0,0,0,3,41,52,4,0,0,0,0,0,0,2.267573696145125
2007Aug,96,7.6,,,,10,35,50,5,,,,,,,2.5974025974025974
2007Aug,97,7.6,0,0,0,0,20,55,20,5,0,0,0,0,0,2.5974025974025974
2007Aug,98,7.6,,,,,20,60,20,,,,,,,2.272727272727273
2007Aug,99,7.8,,,,,10,50,30,10,,,,,,2.7777777777777777
2007Aug,100,7.5,,,,9,30,60,1,,,,,,,2.182453077258839
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2007Nov,1,7.4,,,3,9,40,36,9,3,,,,,,3.2509752925877766
2007Nov,2,7.2,,,2,16,39,29,12,2,,,,,,3.6101083032490973
2007Nov,3,7.3,,,,10,50,30,10,,,,,,,2.7777777777777777
2007Nov,4,7.3,,,,,60,40,,,,,,,,1.9230769230769231
2007Nov,5,7.6,,,,5,20,50,20,5,,,,,,2.985074626865672
2007Nov,7,7.1,,,,,,,,,,,,,,1
2007Nov,10,7.3,3.59302655138231,4.48264457424771,10.3303380475613,16.0518211681211,19.5249592120544,18.591903952778,13.8586963430936,8.08668120537403,3.6934932035846,1.32031356353844,.369355054704823,.0808525521827197,.0159145713769959,7.156915754898955
2007Nov,11,7.6,,,,,10,50,40,,,,,,,2.380952380952381
2007Nov,14,7.3,,,,,,,,,,,,,,1
2007Nov,15,7.3,,,5,10,35,40,10,,,,,,,3.278688524590164
2007Nov,16,7.3,0,0,1,21,35,30,7,4,1,1,0,0,0,3.796507213363705
2007Nov,18,7,,,,,,,,,,,,,,1
2007Nov,19,7.3,,,,,80,20,,,,,,,,1.4705882352941178
2007Nov,22,7.5,0,0,0,10,40,50,,,,,,,,2.380952380952381
2007Nov,23,7.5,,,,10,30,30,25,5,,,,,,3.9215686274509802
2007Nov,24,7.5,,,,,50,50,,,,,,,,2.0
2007Nov,26,7.3,,,,5,60,30,5,,,,,,,2.197802197802198
2007Nov,28,7.5,,,,10,30,40,15,5,,,,,,3.508771929824561
2007Nov,31,7.3,0,0,2.5,15,35,30,15,2.5,0,0,0,0,0,3.864734299516908
2007Nov,32,7.2,,,3,16,30,25,15,9,2,,,,,4.761904761904763
2007Nov,33,7.3,,,,,60,40,,,,,,,,1.9230769230769231
2007Nov,36,7.6,,,,,15,45,30,10,,,,,,3.076923076923077
2007Nov,37,7.1,,,,20,80,,,,,,,,,1.4705882352941178
2007Nov,38,7.4,,,,10,40,45,5,,,,,,,2.6666666666666665
2007Nov,39,7.5,,,,10,15,55,20,,,,,,,2.6666666666666665
2007Nov,42,7.4,,,,20,50,30,,,,,,,,2.6315789473684212
2007Nov,47,7.6,0,0,5,12,18,30,18,12,5,0,0,0,0,5.302226935312831
2007Nov,48,7.3,,,,,,,,,,,,,,1
2007Nov,52,7.7,,,,,10,80,10,,,,,,,1.5151515151515151
2007Nov,54,7.3,,,,,60,40,,,,,,,,1.9230769230769231
2007Nov,56,7.3,,,,10,60,30,,,,,,,,2.1739130434782608
2007Nov,59,7.2,,,,,,,,,,,,,,1
2007Nov,60,7.2,,,,15,45,40,,,,,,,,2.5974025974025974
2007Nov,61,7.4,,,,5,50,40,5,,,,,,,2.4096385542168677
2007Nov,70,7.4,,,,10,60,30,,,,,,,,2.1739130434782608
2007Nov,72,7.9,0,0,0,0,5,5,80,10,0,0,0,0,0,1.5267175572519085
2007Nov,76,6.96316836369606,,,,,,,,,,,,,,1
2007Nov,82,8,,,,,33.3333333333333,52.3809523809524,14.2857142857143,,,,,,,2.463687150837989
2007Nov,88,7.5,,,,5,20,35,25,10,5,,,,,4.166666666666667
2007Nov,89,7.3,,,,5,40,30,15,10,,,,,,3.508771929824561
2007Nov,90,7.4,0,0,0,0,50,45,5,0,0,0,0,0,0,2.197802197802198
2007Nov,91,7.4,0,0,0,0,30,30,15,15,5,5,0,0,0,4.3478260869565215
2007Nov,92,7.9,.0111145,.0934665,.946229,5.14596,15.89093,27.9123,27.9123,15.8909,5.14600000000001,.946199999999997,.0986000000000042,.00580000000000025,.000199999999994649,4.721420111277617
2007Nov,93,7.4,,,,5,50,45,,,,,,,,2.197802197802198
2007Nov,94,7.2,,,5,30,35,20,10,,,,,,,3.7735849056603774
2007Nov,95,7.5,0,0,0,2,40,48,10,0,0,0,0,0,0,2.4950099800399204
2007Nov,97,7.3,,,2,20,45,25,5,3,,,,,,3.238341968911917
2007Nov,98,7.3,,,,20,50,30,,,,,,,,2.6315789473684212
2007Nov,99,7.8,,,,,10,50,30,10,,,,,,2.7777777777777777
2007Nov,100,7.3,,,2.5,17.5,55,22.5,2.5,,,,,,,2.5974025974025974
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2008Feb,1,7.1,,3,9,35,40,10,3,,,,,,,3.306878306878307
2008Feb,2,6.9,,,16,35,33,16,,,,,,,,3.538570417551309
2008Feb,3,7,,,,,60,40,,,,,,,,1.9230769230769231
2008Feb,4,7.2,,,,40,60,,,,,,,,,1.9230769230769231
2008Feb,5,7,,,5,30,40,20,5,,,,,,,3.389830508474576
2008Feb,7,6.8,,,,,,,,,,,,,,1
2008Feb,8,7,,12,22,25,30,11,,,,,,,,4.397537379067722
2008Feb,10,7,2.27500620361869,4.84833519811795,14.062191992091,23.5109515977598,25.6133745061611,18.1831673304807,8.40957196514409,2.53248180244977,.496199196097813,.0632014725197916,.00522815688203115,.000280595237223125,.00000998344001912344,5.425202338140655
2008Feb,11,7,,,5,20,50,20,5,,,,,,,2.985074626865672
2008Feb,15,7,,,15,35,35,15,,,,,,,,3.4482758620689653
2008Feb,16,6.9,0,0,10,31,28,18,7,4,1,1,0,0,0,4.47227191413238
2008Feb,19,7.2,,,,,100,,,,,,,,,1.0
2008Feb,20,6.9,,,20,45,35,,,,,,,,,2.73972602739726
2008Feb,22,7.3,0,0,0,10,40,50,,,,,,,,2.380952380952381
2008Feb,23,6.8,,4,15,33,22,15,10,1,,,,,,4.672897196261681
2008Feb,24,7.2,,,,30,50,20,,,,,,,,2.6315789473684212
2008Feb,26,7,,,,10,70,15,5,,,,,,,1.9047619047619047
2008Feb,31,6.9,,,5,45,45,5,,,,,,,,2.4390243902439024
2008Feb,33,7,,,,50,50,,,,,,,,,2.0
2008Feb,36,7.2,,,10,30,45,15,,,,,,,,3.076923076923077
2008Feb,37,7,,,,50,50,,,,,,,,,2.0
2008Feb,38,6.8,,,25,50,25,,,,,,,,,2.6666666666666665
2008Feb,39,7.3,,,,20,65,15,,,,,,,,2.0618556701030926
2008Feb,41,7,,,,,,,,,,,,,,1
2008Feb,42,7,,,10,30,50,10,,,,,,,,2.7777777777777777
2008Feb,47,7,0,0,5,20,33,20,15,7,0,0,0,0,0,4.570383912248629
2008Feb,48,6.8,0,5,10,65,20,0,0,0,0,0,0,0,0,2.1052631578947367
2008Feb,52,7,,,,20,80,,,,,,,,,1.4705882352941178
2008Feb,54,6.8,,,20,60,20,,,,,,,,,2.272727272727273
2008Feb,56,6.9,,,10,70,20,,,,,,,,,1.8518518518518519
2008Feb,59,7,,,,,,,,,,,,,,1
2008Feb,60,7,,,,15,45,40,,,,,,,,2.5974025974025974
2008Feb,61,7,,,,15,50,30,5,,,,,,,2.73972602739726
2008Feb,62,7,,,10,30,50,10,,,,,,,,2.7777777777777777
2008Feb,70,7,,,,45,55,,,,,,,,,1.9801980198019802
2008Feb,72,7.1,0,0,0,5,50,35,5,5,0,0,0,0,0,2.6315789473684212
2008Feb,76,6.8,,,,,,,,,,,,,,1
2008Feb,80,7.3,,,,,,,,,,,,,,1
2008Feb,82,7.5,,,,,24,56,20,,,,,,,2.4319066147859925
2008Feb,88,7.3,,,5,20,35,25,10,5,,,,,,4.166666666666667
2008Feb,90,7.3,0,0,0,0,50,45,5,0,0,0,0,0,0,2.197802197802198
2008Feb,92,7.3,.0031686,.0900304,2.181801,16.4281,40.0901,32.0857,8.39570000000001,.706499999999999,.0187000000000048,.000199999999994649,0,0,0,3.353064583040106
2008Feb,93,6.8,,,25,40,30,5,,,,,,,,3.1746031746031744
2008Feb,94,6.9,,,20,47.5,19,10,2.5,1,,,,,,3.200512081933109
2008Feb,95,7.1,0,0,5,29,43,19,4,0,0,0,0,0,0,3.2341526520051747
2008Feb,96,6.7,,,10,50,30,10,,,,,,,,2.7777777777777777
2008Feb,97,6.7,3,6,15,25,15,10,7,5,4,3,3,2,2,7.4850299401197615
2008Feb,98,7.2,,,,25,55,20,,,,,,,,2.4691358024691357
2008Feb,99,7.4,,,,5,50,40,5,,,,,,,2.4096385542168677
2008Feb,100,7.1,,,2.5,25,60,10,2.5,,,,,,,2.3054755043227666
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2008May,3,6.8,,,,60,40,,,,,,,,,1.9230769230769231
2008May,4,6.6,,,,40,60,,,,,,,,,1.9230769230769231
2008May,7,6.7,,,,,,,,,,,,,,1
2008May,8,6.6,,8,30,35,20,7,,,,,,,,3.7907505686125855
2008May,9,7,,,5,15,60,15,5,,,,,,,2.4390243902439024
2008May,10,6.6,7.12334140173664,10.4090510134271,21.9539044416808,26.0558728018432,20.151708104342,10.154304207534,3.33206514249319,.711515963306231,.098785979135263,.00890924919627611,.000521419051069394,.0000197824185810269,.000000493835738968329,5.432442087421322
2008May,11,6.7,,,5,70,25,,,,,,,,,1.8018018018018018
2008May,15,6.75,,,20,45,30,5,,,,,,,,2.985074626865672
2008May,16,6.8,0,0,22,31,24,10,7,4,1,1,0,0,0,4.570383912248628
2008May,18,6.5,,,,,,,,,,,,,,1
2008May,19,6.6,,,20,80,,,,,,,,,,1.4705882352941178
2008May,20,6.5,,10,45,45,,,,,,,,,,2.4096385542168677
2008May,22,7.2,0,0,0,40,60,0,,,,,,,,1.9230769230769231
2008May,23,6.7,,7,28,35,23,6,1,,,,,,,3.8109756097560976
2008May,24,6.8,,,5,70,25,,,,,,,,,1.8018018018018018
2008May,26,6.7,,,12.5,55,30,2.5,,,,,,,,2.4464831804281344
2008May,36,7.2,,,,15,45,35,5,,,,,,,2.857142857142857
2008May,37,6.9,,,,50,50,,,,,,,,,2.0
2008May,38,6.4,,10,60,30,,,,,,,,,,2.1739130434782608
2008May,41,6.5,,,,,,,,,,,,,,1
2008May,42,7.1,,,5,25,45,20,5,,,,,,,3.225806451612903
2008May,47,6.7,0,5,15,25,20,15,9,8,3,0,0,0,0,6.045949214026603
2008May,48,6.5,,,,,,,,,,,,,,1
2008May,54,7.2,,,,30,60,10,,,,,,,,2.1739130434782608
2008May,56,6.8,,,30,60,10,,,,,,,,,2.1739130434782608
2008May,59,6.7,,,,,,,,,,,,,,1
2008May,60,6.4,,20,50,30,,,,,,,,,,2.6315789473684212
2008May,61,6.6,,5,30,50,15,0,0,,,,,,,2.73972602739726
2008May,65,6.6,,,,,,,,,,,,,,1
2008May,76,6.4,,,,,,,,,,,,,,1
2008May,82,6.8,,,,,,,,,,,,,,1
2008May,88,6.8,,,10,30,25,20,10,5,,,,,,4.651162790697675
2008May,89,7,,,20,40,30,10,,,,,,,,3.3333333333333335
2008May,90,6.8,0,0,0,50,40,10,0,0,0,0,0,0,0,2.380952380952381
2008May,91,7.2,0,0,5,45,30,15,5,0,0,0,0,0,0,3.125
2008May,92,7,1.60622,4.19792,13.76406,24.7517,27.2948,18.4582,7.6521,1.9429,.301799999999997,.0286000000000008,.0016000000000016,.000100000000002876,0,5.075031476905093
2008May,93,6.8,,,7.5,60,30,2.5,,,,,,,,2.191780821917808
2008May,94,6.3,,15,50,30,3,2,,,,,,,,2.7487630566245187
2008May,95,6.84584971222123,0,0,12,74,12,2,0,0,0,0,0,0,0,1.7337031900138697
2008May,96,6.7,,,20,55,20,5,,,,,,,,2.5974025974025974
2008May,97,6.9,0,0,25,45,25,5,0,0,0,0,0,0,0,3.0303030303030303
2008May,98,6.9,,,10,35,40,15,,,,,,,,3.1746031746031744
2008May,99,7.1,,,,10,80,10,,,,,,,,1.5151515151515151
2008May,100,6.7,,2.5,20,55,20,2.5,,,,,,,,2.6058631921824102
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2008Aug,1,6.4,2,10,35,30,17,5,1,,,,,,,3.930817610062893
2008Aug,2,6.8,,2,18,33,29,16,2,,,,,,,3.971405877680699
2008Aug,3,6.6,,,,60,40,,,,,,,,,1.9230769230769231
2008Aug,4,6.5,,,,60,40,,,,,,,,,1.9230769230769231
2008Aug,5,6.8,,,15,50,35,,,,,,,,,2.5316455696202533
2008Aug,7,6.8,,2,18,33,29,16,2,,,,,,,3.971405877680699
2008Aug,8,6.6,,5,12,53,28,2,,,,,,,,2.6553372278279337
2008Aug,9,6.5,,5,15,60,15,5,,,,,,,,2.4390243902439024
2008Aug,10,6.5,9.1211281973971,12.0644051964305,23.5109515977598,25.6133745061611,18.1831673304807,8.40957196514409,2.53248180244977,.496199196097813,.0632014725197916,.00522815688203115,.000280595237223125,.00000976039314926069,.000000223046869862742,5.418389549900918
2008Aug,11,6.8,,,5,65,30,,,,,,,,,1.941747572815534
2008Aug,15,6.75,,,20,45,30,5,,,,,,,,2.985074626865672
2008Aug,16,6.8,0,0,22,31,24,10,7,4,1,1,0,0,0,4.570383912248628
2008Aug,19,6.8,,,,90,10,,,,,,,,,1.2195121951219512
2008Aug,20,6.7,,,10,50,40,,,,,,,,,2.380952380952381
2008Aug,22,7.2,0,0,0,40,60,0,,,,,,,,1.9230769230769231
2008Aug,23,6.6,,7,28,35,23,6,1,,,,,,,3.8109756097560976
2008Aug,24,6.8,,,5,70,25,,,,,,,,,1.8018018018018018
2008Aug,26,6.9,,,2.5,42.5,42.5,12.5,,,,,,,,2.6490066225165565
2008Aug,28,6.7,,5,12,30,23,15,8,5,2,,,,,5.219206680584551
2008Aug,29,6.7,,,10,60,30,,,,,,,,,2.1739130434782608
2008Aug,31,6.8,,,10,50,30,10,,,,,,,,2.7777777777777777
2008Aug,32,6.5,,4,15,35,25,15,5,1,,,,,,4.269854824935952
2008Aug,37,6.6,,,25,75,,,,,,,,,,1.6
2008Aug,38,6.3,,30,40,30,,,,,,,,,,2.9411764705882355
2008Aug,39,7.2,,,,15,75,10,,,,,,,,1.680672268907563
2008Aug,41,6.7,,,,,,,,,,,,,,1
2008Aug,42,6.7,,,20,50,30,,,,,,,,,2.6315789473684212
2008Aug,47,6.9,0,5,15,25,20,15,9,8,3,0,0,0,0,6.045949214026603
2008Aug,48,6.5,,,,,,,,,,,,,,1
2008Aug,52,6.8,,,10,70,20,,,,,,,,,1.8518518518518519
2008Aug,54,6.7,,,20,60,20,,,,,,,,,2.272727272727273
2008Aug,59,6.8,,,10,60,30,,,,,,,,,2.1739130434782608
2008Aug,60,6.5,,,20,60,20,,,,,,,,,2.272727272727273
2008Aug,61,6.5,,5,20,50,20,5,0,,,,,,,2.985074626865672
2008Aug,76,6.85838836562666,,,,,,,,,,,,,,1
2008Aug,80,6.5,,,,,,,,,,,,,,1
2008Aug,82,7,,,,,,,,,,,,,,1
2008Aug,89,6.9,,,20,40,30,10,,,,,,,,3.3333333333333335
2008Aug,90,6.7,0,0,0,50,50,0,0,0,0,0,0,0,0,2.0
2008Aug,92,6.9,.000153233,.042758367,4.7361084,45.22098,45.221,4.7361,.0429000000000013,0,0,0,0,0,0,2.4185312267074015
2008Aug,93,7,,,,42.5,50,7.5,,,,,,,,2.292263610315186
2008Aug,94,6.7,,2,35,40,15,6,2,,,,,,,3.2320620555914674
2008Aug,95,6.81426326631451,0,0,10,79,9,2,0,0,0,0,0,0,0,1.556178026766262
2008Aug,96,6.8,,,,50,40,10,,,,,,,,2.380952380952381
2008Aug,97,6.4,1,7,20,33,14,10,7,5,3,0,0,0,0,5.213764337851929
2008Aug,98,6.8,,,10,35,40,15,,,,,,,,3.1746031746031744
2008Aug,99,6.8,0,5,20,50,20,5,0,0,0,0,0,0,0,2.985074626865672
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
