TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility
2001Jun,48,1.1,0,0,0,20,50,30,0,0,0,2.6315789473684212,,
2001Jun,53,1.9,0,0,0,0,70,30,0,0,0,1.7241379310344827,,
2001Jun,54,1.6,0,0,0,10,50,30,10,0,0,2.7777777777777777,,
2001Jun,55,2,0,.2997003,3.1968032,15.38461538,32.66733267,30.96903097,14.08591409,3.0969031,.2997003,4.0301050959466105,,
2001Jun,56,1.5,0,0,0,20,70,10,0,0,0,1.8518518518518519,,
2001Jun,57,1.8,0,0,0,25,70,5,0,0,0,1.8018018018018018,,
2001Jun,59,1.6,0,0,10,20,40,20,10,0,0,3.8461538461538463,,
2001Jun,64,2,0,0,0,0,30,50,20,0,0,2.6315789473684212,,
2001Jun,67,1.9,0,0,0,0,90,10,0,0,0,1.2195121951219512,,
2001Jun,70,2.1,0,0,0,0,35,50,15,0,0,2.5316455696202533,,
2001Jun,71,1.6,0,0,5,15,60,15,5,0,0,2.4390243902439024,,
2001Jun,72,1.8,1,3,7,15,25,20,15,10,4,6.0606060606060606,,
2001Jun,73,2,0,0,0,0,20,70,10,0,0,1.8518518518518519,,
2001Jun,76,1.8,0,0,5,20,40,25,10,0,0,3.6363636363636362,,
2001Jun,85,1.8,0,0,0,2,18,42,30,8,0,3.272251308900523,,
2001Jun,87,1.9,0,0,0,10,45,35,10,0,0,2.898550724637681,,
2001Jun,89,1.8,0,0,0,20,50,30,0,0,0,2.6315789473684212,,
2001Jun,90,1.5,0,0,0,5,90,5,0,0,0,1.2269938650306749,,
2001Jun,91,1.5,.1001001,4.2042042,34.43443443,48.64864865,12.11211211,.5005005,0,0,0,2.6902979544322814,,
2001Jun,93,2,0,0,0,35,40,20,5,0,0,3.076923076923077,,
2001Jun,94,1.5,0,0,0,60,40,0,0,0,0,1.9230769230769231,,
2001Jun,95,1.9,0,2,8,20,30,22,13,5,0,4.887585532746823,,
2001Jun,96,2.1,0,0,1,9,25,35,20,9,1,4.142502071251036,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,
2001Sep,1,1.9,0,0,2,20,25,25,20,5,3,0,4.789272030651341,
2001Sep,2,2.5,0,0,0,0,0,60,40,0,0,0,1.9230769230769231,
2001Sep,4,1.5,0,0,0,25,50,25,0,0,0,0,2.6666666666666665,
2001Sep,5,1.9,0,0,5,10,60,20,5,0,0,0,2.4096385542168677,
2001Sep,6,2.5,0,0,0,0,20,30,40,10,0,0,3.3333333333333335,
2001Sep,7,1.8,,,,,,,,,,,1,
2001Sep,9,2,0,0,0,0,30,70,0,0,0,0,1.7241379310344827,
2001Sep,10,2.4,0,0,0,0,20,50,30,0,0,0,2.6315789473684212,
2001Sep,11,2,0,0,0,0,45,50,5,0,0,0,2.197802197802198,
2001Sep,15,2,0,0,0,5,40,50,5,0,0,0,2.4096385542168677,
2001Sep,16,1.7,0,1,3,10,45,25,10,5,1,0,3.4650034650034645,
2001Sep,17,1.7,0,0,10,20,40,25,5,0,0,0,3.6363636363636362,
2001Sep,18,1.6,0,0,10,20,35,25,10,0,0,0,4.081632653061225,
2001Sep,19,1.5,0,0,0,25,75,0,0,0,0,0,1.6,
2001Sep,20,1.8,0,0,0,0,75,25,0,0,0,0,1.6,
2001Sep,22,.8,5,20,30,25,10,5,3,1,1,0,4.793863854266538,
2001Sep,23,1.8,0,0,5,20,50,20,5,0,0,0,2.985074626865672,
2001Sep,24,1.8,0,0,0,5,55,35,5,0,0,0,2.3255813953488373,
2001Sep,26,1.6,0,0,0,30,40,30,0,0,0,0,2.9411764705882355,
2001Sep,28,1.5,,,,,,,,,,,1,
2001Sep,29,1.3,0,0,10,70,20,0,0,0,0,0,1.8518518518518519,
2001Sep,30,1.8,0,0,0,0,42,58,0,0,0,0,1.9500780031201248,
2001Sep,31,1.8,0,0,0,10,65,25,0,0,0,0,2.0202020202020203,
2001Sep,32,1.9,0,0,0,15,35,30,15,5,0,0,3.8461538461538463,
2001Sep,33,2.4,0,0,0,0,0,80,15,5,0,0,1.5037593984962405,
2001Sep,34,2.1,0,0,0,0,10,85,5,0,0,0,1.3605442176870748,
2001Sep,35,2,0,0,0,0,20,50,20,10,0,0,2.9411764705882355,
2001Sep,36,2.2,0,0,0,5,10,35,40,10,0,0,3.278688524590164,
2001Sep,37,2,0,0,0,0,50,50,0,0,0,0,2.0,
2001Sep,38,2,0,0,0,0,50,50,0,0,0,0,2.0,
2001Sep,39,1.7,0,0,0,15,53,30,2,0,0,0,2.5393600812595225,
2001Sep,40,1.6,0,0,0,10,50,30,10,0,0,0,2.7777777777777777,
2001Sep,41,1.8,0,0,0,0,80,20,0,0,0,0,1.4705882352941178,
2001Sep,42,1.7,,,,,,,,,,,1,
2001Sep,46,2.93,0,0,0,0,0,0,79.8,20.2,0,0,1.4757795067354575,
2001Sep,48,1.6,0,0,0,30,50,20,0,0,0,0,2.6315789473684212,
2001Sep,50,1.5,0,0,0,25,50,25,0,0,0,0,2.6666666666666665,
2001Sep,52,1.7,0,0,5,20,40,30,5,0,0,0,3.389830508474576,
2001Sep,53,1.6,0,0,0,20,70,10,0,0,0,0,1.8518518518518519,
2001Sep,54,1.6,0,0,0,10,50,30,10,0,0,0,2.7777777777777777,
2001Sep,55,2,.3,1.9,7.5,19.4,31.3,28.9,9.6,1.1,0,0,4.265156232672802,
2001Sep,56,1.6,0,0,0,10,50,30,10,0,0,0,2.7777777777777777,
2001Sep,57,1.6,0,0,0,40,50,10,0,0,0,0,2.380952380952381,
2001Sep,59,1.4,0,0,10,20,40,20,10,0,0,0,3.8461538461538463,
2001Sep,60,1.7,0,0,0,10,60,30,0,0,0,0,2.1739130434782608,
2001Sep,61,1.4,0,0,0,55,45,0,0,0,0,0,1.9801980198019802,
2001Sep,64,2,1,1,3,15,30,30,15,3,1,1,4.401408450704225,
2001Sep,65,1.9,0,0,0,0,30,50,20,0,0,0,2.6315789473684212,
2001Sep,67,2.2,0,0,0,10,40,40,10,0,0,0,2.9411764705882355,
2001Sep,70,2.1,0,0,0,0,25,70,5,0,0,0,1.8018018018018018,
2001Sep,71,1.5,0,5,10,20,47,10,5,3,0,0,3.486750348675035,
2001Sep,72,2,1,3,6,15,20,22,18,10,4,1,6.265664160401002,
2001Sep,73,2,0,0,0,0,20,70,10,0,0,0,1.8518518518518519,
2001Sep,76,2.1,0,0,5,10,25,35,15,10,0,0,4.3478260869565215,
2001Sep,85,1.9,0,0,0,14,53,31,2,0,0,0,2.518891687657431,
2001Sep,87,1.8,0,0,0,15,50,30,5,0,0,0,2.73972602739726,
2001Sep,89,1.8,0,0,0,10,50,40,0,0,0,0,2.380952380952381,
2001Sep,90,1.7,0,0,0,10,90,0,0,0,0,0,1.2195121951219512,
2001Sep,91,1.3,0,0,10.5,69.2,20.1,.2,0,0,0,0,1.8857463972815078,
2001Sep,92,1.4,0,7.6753507014,16.1322645291,26.3026052104,26.3026052104,16.1322645291,6.0621242485,1.3927855711,0,0,4.995618318637153,
2001Sep,93,2,0,0,0,10,40,40,10,0,0,0,2.9411764705882355,
2001Sep,94,1.9,0,0,0,20,50,30,0,0,0,0,2.6315789473684212,
2001Sep,95,1.9,0,1,8,19,30,23,13,5,1,0,4.878048780487804,
2001Sep,96,2,0,0,2,8,30,30,20,8,2,0,4.280821917808219,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2001Dec,1,1.7,0,0,5,25,40,25,5,0,0,3.4482758620689653,,,
2001Dec,2,2.3,0,0,0,0,0,80,20,0,0,1.4705882352941178,,,
2001Dec,3,1.9,0,0,0,0,60,40,0,0,0,1.9230769230769231,,,
2001Dec,4,1.7,0,0,15,60,25,0,0,0,0,2.247191011235955,,,
2001Dec,5,1.5,0,0,0,10,60,30,0,0,0,2.1739130434782608,,,
2001Dec,7,1.7,,,,,,,,,,1,,,
2001Dec,9,1.9,0,0,0,0,60,40,0,0,0,1.9230769230769231,,,
2001Dec,10,1.6,0,0,0,20,50,30,0,0,0,2.6315789473684212,,,
2001Dec,11,1.7,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2001Dec,14,1.5,,,,,,,,,,1,,,
2001Dec,15,2,0,0,0,4.7619047619,47.619047619,42.8571428571,4.7619047619,0,0,2.4098360655785904,,,
2001Dec,16,1.5,0,5,10,20,30,20,10,5,0,5.128205128205129,,,
2001Dec,17,1.2,0,0,20,40,25,15,0,0,0,3.508771929824561,,,
2001Dec,19,1.7,0,0,0,0,100,0,0,0,0,1.0,,,
2001Dec,20,1.9,0,0,0,0,0,75,25,0,0,1.6,,,
2001Dec,22,1.5,2,12,20,30,25,8,2,1,0,4.668534080298786,,,
2001Dec,23,1.8,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2001Dec,24,1.5,0,0,0,35,50,10,5,0,0,2.5974025974025974,,,
2001Dec,26,1.8,0,0,5,20,30,25,15,5,0,4.545454545454546,,,
2001Dec,29,1.4,0,0,10,70,20,0,0,0,0,1.8518518518518519,,,
2001Dec,30,1.9,0,0,0,0,52.380952381,42.8571428571,4.7619047619,0,0,2.172413793102849,,,
2001Dec,31,1.6,0,0,0,30,70,0,0,0,0,1.7241379310344827,,,
2001Dec,32,1.9,0,0,0,15,35,30,15,5,0,3.8461538461538463,,,
2001Dec,33,2.3,0,0,0,0,5,90,5,0,0,1.2269938650306749,,,
2001Dec,34,2.1,0,0,0,0,15,85,0,0,0,1.342281879194631,,,
2001Dec,35,1.6,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2001Dec,36,2.1,0,0,0,10,20,45,20,5,0,3.389830508474576,,,
2001Dec,37,1.8,0,0,0,0,90,10,0,0,0,1.2195121951219512,,,
2001Dec,38,1.9,0,0,0,10,80,10,0,0,0,1.5151515151515151,,,
2001Dec,39,1.3,0,0,0,68,30,2,0,0,0,1.808972503617945,,,
2001Dec,41,1.6,0,0,0,25,75,0,0,0,0,1.6,,,
2001Dec,42,1.6,0,0,0,25,65,10,0,0,0,2.0202020202020203,,,
2001Dec,48,1.7,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2001Dec,49,.8,5.5555555556,22.2222222222,44.4444444444,22.2222222222,5.5555555556,0,0,0,0,3.3061224489849894,,,
2001Dec,50,1.5,0,0,0,27.2727272727,63.6363636364,9.0909090909,0,0,0,2.0508474576258675,,,
2001Dec,53,1.5,0,0,0,30,60,10,0,0,0,2.1739130434782608,,,
2001Dec,54,1.7,0,0,0,30,60,10,0,0,0,2.1739130434782608,,,
2001Dec,55,1.5,0,.8,8.9,23.6,33,22.5,8.8,2.1,.3,4.32152117545376,,,
2001Dec,56,1.2,0,0,5,45,30,20,0,0,0,2.985074626865672,,,
2001Dec,57,1.6,0,0,0,40,50,10,0,0,0,2.380952380952381,,,
2001Dec,59,1.2,0,10,20,30,30,10,0,0,0,4.166666666666667,,,
2001Dec,61,1.5,0,0,0,35,55,10,0,0,0,2.2988505747126435,,,
2001Dec,64,1.8,1,1,3,20,30,25,15,3,2,4.599816007359706,,,
2001Dec,67,1.9,0,0,0,0,50,50,0,0,0,2.0,,,
2001Dec,68,2,1,3,8,10,15,35,15,10,3,5.107252298263534,,,
2001Dec,70,2,0,0,0,0,30,50,20,0,0,2.6315789473684212,,,
2001Dec,73,2.1,0,0,0,0,20,70,10,0,0,1.8518518518518519,,,
2001Dec,82,1.8,,,,,,,,,,1,,,
2001Dec,85,1.8,0,0,0,25,65,10,0,0,0,2.0202020202020203,,,
2001Dec,87,1.2,5,15,50,25,5,0,0,0,0,2.9411764705882355,,,
2001Dec,89,1.9,0,0,0,20,50,30,0,0,0,2.6315789473684212,,,
2001Dec,90,2,0,0,0,0,10,90,0,0,0,1.2195121951219512,,,
2001Dec,91,1.1,0,0,0,4.8,61.4,33.2,.6,0,0,2.042650543345044,,,
2001Dec,92,1.55,0,5.0411729263,12.6832697329,23.9606346656,27.7465354489,19.7027515565,8.576019281,2.2896163888,0,5.006884798557276,,,
2001Dec,93,1.8,0,0,0,0,75,20,5,0,0,1.6528925619834711,,,
2001Dec,94,.9,0,0,40,40,20,0,0,0,0,2.7777777777777777,,,
2001Dec,95,1.7,0,3,12,24,30,19,9,3,0,4.807692307692308,,,
2001Dec,96,1.8,0,0,0,10,50,25,10,5,0,2.985074626865672,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2002Mar,1,1.8,0,0,10,20,40,20,10,0,0,3.8461538461538463,,,
2002Mar,2,2.3,0,0,0,0,0,80,20,0,0,1.4705882352941178,,,
2002Mar,3,2,0,0,0,0,50,50,0,0,0,2.0,,,
2002Mar,4,1.7,0,0,0,15,60,25,0,0,0,2.247191011235955,,,
2002Mar,5,1.7,0,0,0,25,60,15,0,0,0,2.247191011235955,,,
2002Mar,7,1.6,,,,,,,,,,1,,,
2002Mar,9,1.9,0,0,0,0,60,40,0,0,0,1.9230769230769231,,,
2002Mar,10,1.6,0,0,0,0,20,70,10,0,0,1.8518518518518519,,,
2002Mar,11,1.9,0,0,0,0,60,40,0,0,0,1.9230769230769231,,,
2002Mar,14,1.2,0,0,20,60,20,0,0,0,0,2.272727272727273,,,
2002Mar,15,1.8,0,0,0,10,45,40,5,0,0,2.6666666666666665,,,
2002Mar,17,2.4,0,0,0,0,10,40,35,15,0,3.1746031746031744,,,
2002Mar,19,1.9,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Mar,22,1.6,0,2,8,25,35,20,7,2,1,4.2158516020236085,,,
2002Mar,23,2.1,0,0,0,10,30,50,10,0,0,2.7777777777777777,,,
2002Mar,24,1.5,0,0,0,35,50,10,5,0,0,2.5974025974025974,,,
2002Mar,26,2.2,0,0,0,15,30,35,15,5,0,3.8461538461538463,,,
2002Mar,28,1.3,0,0,10,35,35,20,0,0,0,3.389830508474576,,,
2002Mar,29,1.6,0,0,5,45,45,5,0,0,0,2.4390243902439024,,,
2002Mar,30,1.9,0,0,0,0,50,50,0,0,0,2.0,,,
2002Mar,31,2,0,0,0,0,45,55,0,0,0,1.9801980198019802,,,
2002Mar,32,2,0,0,0,10,35,40,10,5,0,3.278688524590164,,,
2002Mar,33,2,0,0,0,0,50,50,0,0,0,2.0,,,
2002Mar,35,1.8,0,0,0,10,60,30,0,0,0,2.1739130434782608,,,
2002Mar,36,2.1,0,0,0,10,20,45,20,5,0,3.389830508474576,,,
2002Mar,37,1.5,0,0,0,0,80,20,0,0,0,1.4705882352941178,,,
2002Mar,38,2,0,0,0,0,40,60,0,0,0,1.9230769230769231,,,
2002Mar,39,1.6,0,0,2,37,40,20,1,0,0,2.9638411381149976,,,
2002Mar,41,1.7,,,,,,,,,,1,,,
2002Mar,42,1.6,0,0,0,30,70,0,0,0,0,1.7241379310344827,,,
2002Mar,46,2.68,0,0,0,0,0,1.3898610139,98.600139986,.0099990001,0,1.0283919034321998,,,
2002Mar,47,1.7,0,0,0,5,80,15,0,0,0,1.5037593984962405,,,
2002Mar,48,2.1,0,0,0,5,30,50,15,0,0,2.73972602739726,,,
2002Mar,49,1.2,5,10,20,30,20,10,5,0,0,5.128205128205129,,,
2002Mar,52,1.7,0,0,5,20,40,30,5,0,0,3.389830508474576,,,
2002Mar,53,1.9,0,0,0,0,50,50,0,0,0,2.0,,,
2002Mar,54,1.7,0,0,0,10,50,30,10,0,0,2.7777777777777777,,,
2002Mar,56,1.3,0,0,5,40,30,20,5,0,0,3.389830508474576,,,
2002Mar,59,1.5,0,0,20,30,30,20,0,0,0,3.8461538461538463,,,
2002Mar,60,1.6,0,0,10,25,40,20,5,0,0,3.6363636363636362,,,
2002Mar,61,1.5,0,0,0,30,50,20,0,0,0,2.6315789473684212,,,
2002Mar,70,1.8,0,0,0,10,60,30,0,0,0,2.1739130434782608,,,
2002Mar,71,1.2,0,10,20,40,20,10,0,0,0,3.8461538461538463,,,
2002Mar,72,1.6,4,10,15,20,25,15,7,3,1,6.0606060606060606,,,
2002Mar,73,2,0,0,0,0,50,50,0,0,0,2.0,,,
2002Mar,76,1.7,0,5,7.5,20,35,20,7.5,5,0,4.571428571428571,,,
2002Mar,80,1.9,,,,,,,,,,1,,,
2002Mar,84,1.5,0,0,0,10,45,30,10,5,0,3.1746031746031744,,,
2002Mar,85,1.8,,,,,,,,,,1,,,
2002Mar,87,1.6,0,0,5,30,50,10,5,0,0,2.816901408450704,,,
2002Mar,89,1.7,0,0,0,20,40,30,10,0,0,3.3333333333333335,,,
2002Mar,90,1.8,0,0,0,0,75,25,0,0,0,1.6,,,
2002Mar,91,2.2,0,0,.2,20.1,69.2,10.5,0,0,0,1.8857463972815078,,,
2002Mar,92,1.9,0,1.6360126003,6.1477492125,16.3601260035,26.6741184839,26.6741184839,16.3601260035,6.1477492125,0,4.910166496968793,,,
2002Mar,93,1.6,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Mar,94,2,0,0,0,0,30,60,10,0,0,2.1739130434782608,,,
2002Mar,96,2,0,0,0,5,40,35,15,5,0,3.225806451612903,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2002Jun,1,2.3,0,0,5,15,25,25,20,10,0,5.0,,,
2002Jun,3,1.9,0,0,0,10,50,40,0,0,0,2.380952380952381,,,
2002Jun,5,1.9,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Jun,7,1.6,,,,,,,,,,1,,,
2002Jun,11,1.7,0,0,0,20,70,10,0,0,0,1.8518518518518519,,,
2002Jun,14,1.4,0,0,10,40,40,10,0,0,0,2.9411764705882355,,,
2002Jun,15,2,0,0,5,5,40,40,5,5,0,3.0303030303030303,,,
2002Jun,19,1.7,0,0,0,0,95,5,0,0,0,1.1049723756906078,,,
2002Jun,22,1.5,0,1.98019802,7.92079208,22.77227723,34.65346535,19.8019802,9.9009901,1.98019802,.99009901,4.383755908018823,,,
2002Jun,23,1.7,0,0,0,10,30,50,10,0,0,2.7777777777777777,,,
2002Jun,24,1.5,0,0,0,35,55,10,0,0,0,2.2988505747126435,,,
2002Jun,26,1.3,0,0,20,35,30,10,5,0,0,3.7735849056603774,,,
2002Jun,28,1.7,0,0,10,20,40,20,10,0,0,3.8461538461538463,,,
2002Jun,29,1.8,0,0,0,15,70,15,0,0,0,1.8691588785046729,,,
2002Jun,31,1.3,,,,,,,,,,1,,,
2002Jun,32,1.7,0,0,5,15,35,30,10,5,0,4.0,,,
2002Jun,33,2,0,0,0,0,20,80,0,0,0,1.4705882352941178,,,
2002Jun,35,2.1,0,0,0,0,30,60,10,0,0,2.1739130434782608,,,
2002Jun,36,2,0,0,0,10,20,45,20,5,0,3.389830508474576,,,
2002Jun,37,1.7,0,0,0,0,80,20,0,0,0,1.4705882352941178,,,
2002Jun,39,2.2,0,0,0,0,20,65,15,0,0,2.0618556701030926,,,
2002Jun,41,1.6,,,,,,,,,,1,,,
2002Jun,42,1.7,0,0,0,0,50,30,20,0,0,2.6315789473684212,,,
2002Jun,47,1.8,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Jun,49,1.6,0,4.76190476,14.28571429,19.04761905,23.80952381,19.04761905,14.28571429,4.76190476,0,5.727272725919009,,,
2002Jun,53,1.4,0,0,0,70,25,5,0,0,0,1.8018018018018018,,,
2002Jun,54,1.5,0,0,10,40,40,10,0,0,0,2.9411764705882355,,,
2002Jun,56,1.2,0,0,10,45,35,10,0,0,0,2.898550724637681,,,
2002Jun,57,1.8,0,0,0,20,80,0,0,0,0,1.4705882352941178,,,
2002Jun,59,1.3,0,0,15,20,40,15,10,0,0,3.9215686274509802,,,
2002Jun,61,1.7,0,0,0,15,50,35,0,0,0,2.5316455696202533,,,
2002Jun,68,1.9,2,2,6,20,40,20,6,2,2,4.019292604501608,,,
2002Jun,70,1.7,0,0,5.55555556,22.22222222,44.44444444,22.22222222,5.55555556,0,0,3.306122449519367,,,
2002Jun,73,2,0,0,0,0,50,50,0,0,0,2.0,,,
2002Jun,80,2.1,,,,,,,,,,1,,,
2002Jun,84,2,0,0,0,5,35,30,20,10,0,3.7735849056603774,,,
2002Jun,85,1.9,0,1.01010101,4.04040404,18.18181818,34.34343434,29.29292929,11.11111111,2.02020202,0,3.9792935452538365,,,
2002Jun,87,1.2,0,10,15,35,30,10,0,0,0,3.9215686274509802,,,
2002Jun,89,2.1,0,0,0,5,10,40,30,10,5,3.6363636363636362,,,
2002Jun,90,1.9,0,0,0,0,85,15,0,0,0,1.342281879194631,,,
2002Jun,91,2.4,0,0,.5,12.1,48.6,34.4,4.2,.1,.1,2.695679365113595,,,
2002Jun,92,1.8,0,2.30582524,7.73665049,18.66909385,27.59911003,25.03033981,13.91585761,4.74312298,0,4.955193283883709,,,
2002Jun,93,2.2,0,0,0,0,30,70,0,0,0,1.7241379310344827,,,
2002Jun,94,2.8,0,0,0,0,0,10,70,20,0,1.8518518518518519,,,
2002Jun,95,2.2,0,0,5,11,25,27,22,10,0,4.798464491362764,,,
2002Jun,96,2.1,0,0,0,10,20,35,25,10,0,4.081632653061225,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2002Sep,1,2.2,0,0,5,15,25,25,20,10,0,5.0,,,
2002Sep,2,2,0,0,0,0,30,40,30,0,0,2.9411764705882355,,,
2002Sep,3,1.6,0,0,0,30,60,10,0,0,0,2.1739130434782608,,,
2002Sep,4,1.4,0,0,10,40,40,10,0,0,0,2.9411764705882355,,,
2002Sep,5,1.6,0,0,0,40,60,0,0,0,0,1.9230769230769231,,,
2002Sep,9,1.8,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Sep,10,1.9,,,,,,,,,,1,,,
2002Sep,11,1,0,0,40,55,5,0,0,0,0,2.150537634408602,,,
2002Sep,15,1.9,0,0,0,10,35,45,10,0,0,2.898550724637681,,,
2002Sep,17,1.8,0,0,5,10,40,30,10,5,0,3.6363636363636362,,,
2002Sep,19,1.7,0,0,0,0,95,5,0,0,0,1.1049723756906078,,,
2002Sep,22,1.3,0,7,12,36,25,10,6,3,1,4.424778761061947,,,
2002Sep,24,1.4,0,0,5,50,40,5,0,0,0,2.4096385542168677,,,
2002Sep,26,1.3,0,15,20,30,20,10,5,0,0,4.878048780487805,,,
2002Sep,28,1,0,0,30,70,0,0,0,0,0,1.7241379310344827,,,
2002Sep,29,1.5,0,0,0,40,50,10,0,0,0,2.380952380952381,,,
2002Sep,31,1.5,,,,,,,,,,1,,,
2002Sep,32,1.5,0,5,10,25,30,15,10,5,0,5.0,,,
2002Sep,33,2,0,0,0,0,50,50,0,0,0,2.0,,,
2002Sep,35,1.8,0,0,0,20,50,30,0,0,0,2.6315789473684212,,,
2002Sep,36,2,0,0,0,10,20,45,20,5,0,3.389830508474576,,,
2002Sep,37,1.9,0,0,0,0,50,50,0,0,0,2.0,,,
2002Sep,39,1.5,0,0,2,43,53,2,0,0,0,2.1431633090441493,,,
2002Sep,40,1.5,0,0,0,30,70,0,0,0,0,1.7241379310344827,,,
2002Sep,41,1.6,,,,,,,,,,1,,,
2002Sep,42,1.3,0,0,10,60,30,0,0,0,0,2.1739130434782608,,,
2002Sep,47,1.5,0,0,0,20,80,0,0,0,0,1.4705882352941178,,,
2002Sep,48,1.6,0,0,0,30,50,20,0,0,0,2.6315789473684212,,,
2002Sep,50,1.5,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Sep,53,1.4,0,0,0,60,40,0,0,0,0,1.9230769230769231,,,
2002Sep,54,1.6,0,0,0,30,40,20,10,0,0,3.3333333333333335,,,
2002Sep,57,1.8,,,,,,,,,,1,,,
2002Sep,61,1.1,0,0,10,40,40,10,0,0,0,2.9411764705882355,,,
2002Sep,63,1,,,,,,,,,,1,,,
2002Sep,64,1.9,1,1,3,15,30,30,15,3,2,4.397537379067723,,,
2002Sep,68,1.6,,,,,,,,,,1,,,
2002Sep,71,1.2,0,5,15,60,15,5,0,0,0,2.4390243902439024,,,
2002Sep,72,1.4,0,0,10,35,30,15,8,2,0,3.971405877680699,,,
2002Sep,73,1.8,0,0,0,0,70,30,0,0,0,1.7241379310344827,,,
2002Sep,76,1.7,0,5,10,15,40,15,10,5,0,4.3478260869565215,,,
2002Sep,80,1.8,,,,,,,,,,1,,,
2002Sep,85,1.7,0,0,0,9,89,2,0,0,0,1.2490632025980515,,,
2002Sep,87,1.1,0,5,20,40,25,10,0,0,0,3.6363636363636362,,,
2002Sep,89,1.8,0,0,0,5,35,30,20,5,5,3.8461538461538463,,,
2002Sep,90,2.7,0,0,0,0,0,10,85,5,0,1.3605442176870748,,,
2002Sep,91,1.9,0,.5005005,12.11211211,48.64864865,34.43443443,4.2042042,.1001001,0,0,2.6902979544322814,,,
2002Sep,92,1.8,0,6.23441397,10.25561097,17.63300083,22.43349958,21.12427265,14.72360765,7.59559435,0,5.956129533452982,,,
2002Sep,93,1.7,0,0,0,20,70,10,0,0,0,1.8518518518518519,,,
2002Sep,94,2,0,0,0,0,20,70,10,0,0,1.8518518518518519,,,
2002Sep,95,1.3,0,9,23,31,23,10,4,0,0,4.512635379061372,,,
2002Sep,96,2.1,0,0,0,5,20,50,20,5,0,2.985074626865672,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2002Dec,1,1.9,0,0,5,15,30,30,15,5,0,4.3478260869565215,,,
2002Dec,2,2,0,0,0,0,30,40,30,0,0,2.9411764705882355,,,
2002Dec,3,1.7,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2002Dec,4,1.7,0,0,0,20,60,20,0,0,0,2.272727272727273,,,
2002Dec,7,1.5,,,,,,,,,,1,,,
2002Dec,11,1.2,0,0,15,65,20,0,0,0,0,2.0618556701030926,,,
2002Dec,14,1.5,0,0,10,40,40,10,0,0,0,2.9411764705882355,,,
2002Dec,15,1.75,0,0,0,10,60,25,5,0,0,2.2988505747126435,,,
2002Dec,16,1.9,2.5,5,10,15,25,20,15,5,2.5,6.106870229007634,,,
2002Dec,17,1.5,0,0,5,30,40,20,5,0,0,3.389830508474576,,,
2002Dec,20,1.2,0,0,0,75,25,0,0,0,0,1.6,,,
2002Dec,22,1.6,0,5,10,30,35,10,5,3,2,4.1876046901172534,,,
2002Dec,26,1.5,0,0,15,35,35,15,0,0,0,3.4482758620689653,,,
2002Dec,28,1.9,0,0,0,15,70,15,0,0,0,1.8691588785046729,,,
2002Dec,29,1.7,0,0,0,15,75,10,0,0,0,1.680672268907563,,,
2002Dec,31,1.7,,,,,,,,,,1,,,
2002Dec,32,1.6,0,0,10,20,35,25,10,0,0,4.081632653061225,,,
2002Dec,33,1.7,0,0,0,10,80,10,0,0,0,1.5151515151515151,,,
2002Dec,35,2.1,0,0,0,0,30,60,10,0,0,2.1739130434782608,,,
2002Dec,36,1.9,0,0,0,5,40,30,20,5,0,3.389830508474576,,,
2002Dec,37,2,0,0,0,0,50,50,0,0,0,2.0,,,
